"LURN_SAK","INCIDENT_DATE","STAT","STAT_DESC","STREET","CITY","ZIP","XY_POINT","INCIDENT_ID","REPORTING_DISTRICT","SEQ","UNIT_ID","UNIT_NAME","DELETED"
16508063,"2013-09-07 15:00:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","7800 PARAMOUNT BLVD","PICO RIVERA","90660","6527623.9326467,1813081.40090444","913-06717-1516","1516","06717","CA0190015","PICO RIVERA","N"
16506570,"2013-09-07 15:01:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","12000 IMPERIAL HWY","NORWALK","90650","6538719.07992145,1792600.86783093","913-12372-0451","0451","12372","CA0190004","NORWALK","N"
16506725,"2013-09-07 15:15:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","10100 LONG BEACH BLVD","LYNWOOD","90262","6496454.51714104,1801672.4448321","913-13871-2111","2111","13871","CA01900V3","CENTURY","N"
16506532,"2013-09-07 15:20:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","800 HACIENDA BLVD","LA PUENTE","91744","6576634.81553956,1834668.50331952","913-10041-1431","1431","10041","CA0190014","INDUSTRY","N"
16506640,"2013-09-07 15:37:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","1900 MONTEBELLO TOWN CENTER DR","ROSEMEAD","91770",,"913-08558-0535","0535","08558","CA0190005","TEMPLE","N"
16506794,"2013-09-07 15:38:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","20700 S AVALON BLVD","CARSON","90745","6482064.75195737,1765714.20670936","913-09157-1619","1619","09157","CA0190016","CARSON","N"
16506547,"2013-09-07 15:46:06","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","20800 S AVALON BLVD","CARSON",,"6482013.11820237,1764796.34798078","913-09144-1620","1620","09144","CA0190016","CARSON","N"
16506577,"2013-09-07 15:53:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","BORA BORA WAY & SLIP A706","MARINA DEL REY","90292","6423484.0301579,1812277.12136222","913-02309-2763","2763","02309","CA0190065","MARINA DEL REY","N"
16506857,"2013-09-07 16:00:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","400 E ALBERTONI ST","CARSON","90745","6479943.27883813,1775906.00916037","913-09162-1610","1610","09162","CA0190016","CARSON","N"
16506839,"2013-09-07 16:00:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","39000 CLOCK TOWER PLAZA DR","PALMDALE","93550","6525638.74223703,2037458.39025404","913-12818-2610","2610","12818","CA01900W9","PALMDALE","N"
16506679,"2013-09-07 16:05:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","5000 W AVENUE N","PALMDALE","93551","6495379.7561672,2051634.38749254","913-12813-2617","2617","12813","CA01900W9","PALMDALE","N"
16506681,"2013-09-07 16:06:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","17700 COLIMA RD","CITY OF INDUSTRY","91748","6586328.24815436,1819321.52731603","913-10046-1416","1416","10046","CA0190014","INDUSTRY","N"
16506571,"2013-09-07 16:11:45","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","20700 S AVALON BLVD","CARSON",,"6482064.75195737,1765714.20670936","913-09146-1619","1619","09146","CA0190016","CARSON","N"
16506812,"2013-09-07 16:15:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","14500 ORANGE GROVE AVE","HACIENDA HEIGHTS",,"6563011.80434989,1826218.90250522","913-10053-1477","1477","10053","CA0190014","INDUSTRY","N"
16508417,"2013-09-07 16:15:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","1200 SUNSET PLAZA DR","WEST HOLLYWOOD",,"6446604.24965588,1856312.88825803","913-05244-0986","0986","05244","CA0190009","WEST HOLLYWOOD","N"
16506588,"2013-09-07 16:25:49","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","1600 S ALAMEDA ST","COMPTON",,"6495041.4103872,1778696.12300271","913-11712-2848","2848","11712","CA0190042","COMPTON","N"
16508369,"2013-09-07 16:30:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","13900 ORANGE AVE","PARAMOUNT","90723","6508458.03972188,1789449.27341235","913-17568-1360","1360","17568","CA0190013","LAKEWOOD","N"
16506747,"2013-09-07 17:39:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","1800 WALNUT GROVE AVE","ROSEMEAD","91770","6536818.4517974,1840022.99629564","913-08560-0535","0535","08560","CA0190005","TEMPLE","N"
16506821,"2013-09-07 17:47:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","1900 MONTEBELLO TOWN CENTER DR","ROSEMEAD","91770",,"913-08561-0535","0535","08561","CA0190005","TEMPLE","N"
16509533,"2013-09-07 17:55:00","387","THEFT, PETTY: From Bldgs (Church, School, Restaurant)","JEFFERSON HALL RM 117 & N VERMONT AVE","LOS ANGELES","90029","6473278.15831013,1854124.80022901","913-00684-8714","8714","00684","CA01900R5","COMMUNITY COLLEGE BUREAU","N"
16507179,"2013-09-07 18:15:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","ORANGE GROVE AVE & SEVENTH AVE","HACIENDA HEIGHTS",,"6563518.49974388,1825918.37523048","913-10078-1477","1477","10078","CA0190014","INDUSTRY","N"
16506701,"2013-09-07 18:16:11","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","29300 THE OLD RD","CASTAIC","91384","6376793.44314346,1986956.97354051","913-00405-5630","5630","00405","CA0190030","PDC-NORTH","N"
16508483,"2013-09-07 19:00:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","2100 DALLIN ST","LANCASTER",,"6510377.25602779,2069583.82534686","913-16272-1127","1127","16272","CA0190024","LANCASTER","N"
16506798,"2013-09-07 19:15:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","15000 ALONDRA BLVD","LA MIRADA",,"6558261.77836243,1781621.91041372","913-12386-0465","0465","12386","CA0190004","NORWALK","N"
16506871,"2013-09-07 19:30:00","085","GRAND THEFT: Auto Parts And Accessories","600 S LONG BEACH BLVD","COMPTON",,"6498553.57757545,1782884.40366811","913-11726-2843","2843","11726","CA0190042","COMPTON","N"
16506945,"2013-09-07 21:02:30","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","3600 ROSEMEAD BLVD","ROSEMEAD","91770","6539606.34076816,1849366.87841316","913-08567-0536","0536","08567","CA0190005","TEMPLE","N"
16506891,"2013-09-07 21:45:00","385","THEFT, PETTY: Auto Parts And Accessories","10700 ATLANTIC AVE","LYNWOOD","90262","6506060.11308728,1798120.59891745","913-13880-2113","2113","13880","CA01900V3","CENTURY","N"
16512585,"2013-09-07 22:00:00","386","THEFT, PETTY: Bicycles","500 S ATLANTIC BLVD","LOS ANGELES","90022","6514457.37877302,1831925.01490429","913-11302-0285","0285","11302","CA0190002","EAST LOS ANGELES","N"
16508236,"2013-09-07 22:00:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","43800 PALM VISTA AVE","LANCASTER",,"6529137.85892646,2069621.40893312","913-16257-1137","1137","16257","CA0190024","LANCASTER","N"
16508321,"2013-09-07 22:45:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","45TH ST E & AVENUE J-10","LANCASTER",,"6498445.778784,2070019.45428","913-16263-1138","1138","16263","CA0190024","LANCASTER","N"
16513582,"2013-09-07 23:00:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","16500 SWEETAIRE AVE","LANCASTER",,"6611854.64460805,2047038.39799686","913-80041-1197","1197","80041","CA0190024","LANCASTER","N"
16506902,"2013-09-07 23:00:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","11600 WILLOWBROOK AVE","LOS ANGELES","90059","6489691.42359896,1796120.9922122","913-05395-6014","6014","05395","CA0190031","TRANSIT SERVICES BUREAU","N"
16507099,"2013-09-07 23:07:30","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","12200 213TH ST","HAWAIIAN GARDENS","90716","6540080.90003246,1762712.73010078","913-17474-1352","1352","17474","CA0190013","LAKEWOOD","N"
16506909,"2013-09-07 23:28:41","387","THEFT, PETTY: From Bldgs (Church, School, Restaurant)",,,,,"913-00323-1810","1810","00323","CA0190018","AVALON","N"
16508071,"2013-09-07 23:30:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","29100 HANCOCK PKWY","CASTAIC",,"6376207.35820935,1985681.89702185","913-12410-0662","0662","12410","CA0190006","SANTA CLARITA VALLEY","N"
16507823,"2013-09-07 23:45:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","7700 ADAMS ST","PARAMOUNT","90723","6511698.49715172,1783998.44146629","913-17521-1367","1367","17521","CA0190013","LAKEWOOD","N"
16507053,"2013-09-08 00:15:00","085","GRAND THEFT: Auto Parts And Accessories","163RD ST & MAIN ST","CARSON","90746","6477945.5,1780229.374996","913-09170-1610","1610","09170","CA0190016","CARSON","N"
16507102,"2013-09-08 00:30:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","600 S LONG BEACH BLVD","COMPTON",,"6498694.76108302,1782931.32965315","913-11739-2846","2846","11739","CA0190042","COMPTON","N"
16507137,"2013-09-08 00:30:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","5100 E 60TH ST","MAYWOOD","90270","6509243.93250704,1816512.34592652","913-11069-0251","0251","11069","CA0190002","EAST LOS ANGELES","N"
16508517,"2013-09-08 01:00:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","12300 212TH ST","HAWAIIAN GARDENS",,"6540857.87565124,1763235.33586887","913-17584-1352","1352","17584","CA0190013","LAKEWOOD","N"
16507038,"2013-09-08 01:00:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","19400 SOLEDAD CANYON RD","CANYON COUNTRY","91387","6418396.072969,1973973.028725","913-12339-0613","0613","12339","CA0190006","SANTA CLARITA VALLEY","N"
16507467,"2013-09-08 01:00:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","4200 168TH ST","LAWNDALE","90260","6455466.35797578,1778443.60218227","913-07845-0334","0334","07845","CA0190003","SOUTH LOS ANGELES","N"
16507328,"2013-09-08 01:00:00","386","THEFT, PETTY: Bicycles","4100 159TH ST","LAWNDALE","90260","6456080.26258786,1781141.61712745","913-07844-0334","0334","07844","CA0190003","SOUTH LOS ANGELES","N"
16507163,"2013-09-08 01:00:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","400 JEFFRIES AVE","MONROVIA","91016","6558788.28683019,1865767.42753427","913-08573-0584","0584","08573","CA0190005","TEMPLE","N"
16507275,"2013-09-08 01:30:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","600 KNIGHT WAY","LA CANADA","91011","6503507.46596162,1898448.14826195","913-01742-1261","1261","01742","CA0190012","CRESCENTA VALLEY","N"
16507870,"2013-09-08 01:30:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","28600 INDUSTRY DR","CASTAIC",,"6370057.88935736,1988212.91787903","913-12402-0662","0662","12402","CA0190006","SANTA CLARITA VALLEY","N"
16510444,"2013-09-08 01:30:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","1700 MAXSON RD","S EL MONTE","91733","6550782.46574624,1838208.88826275","913-08679-0562","0562","08679","CA0190005","TEMPLE","N"
16508164,"2013-09-08 02:00:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","DOLAN AVE & SOLAMINT RD","CANYON COUNTRY",,"6425203.49980702,1975362.12474565","913-12413-0631","0631","12413","CA0190006","SANTA CLARITA VALLEY","N"
16507924,"2013-09-08 02:10:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","1000 ORANGEGROVE AVE","WEST HOLLYWOOD",,"6452559.17762332,1855151.46715433","913-05234-0976","0976","05234","CA0190009","WEST HOLLYWOOD","N"
16507135,"2013-09-08 02:30:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","16400 HOLMES PL","CERRITOS",,"6547631.00008969,1779852.49995501","913-03398-2319","2319","03398","CA01900R7","CERRITOS","N"
16507061,"2013-09-08 02:30:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","4200 W 168TH ST","LAWNDALE","90260","6455366.35292645,1778443.92534435","913-07831-0334","0334","07831","CA0190003","SOUTH LOS ANGELES","N"
16507268,"2013-09-08 02:37:30","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","8400 TELEGRAPH RD","PICO RIVERA","90660","6527739.03068736,1809179.37798093","913-06689-1516","1516","06689","CA0190015","PICO RIVERA","N"
16507272,"2013-09-08 02:37:30","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","8400 TELEGRAPH RD","PICO RIVERA","90660","6527739.03068736,1809179.37798093","913-06690-1516","1516","06690","CA0190015","PICO RIVERA","N"
16507350,"2013-09-08 03:00:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","8400 2ND ST","PARAMOUNT","90723","6515265.11764312,1785294.81256118","913-17495-1365","1365","17495","CA0190013","LAKEWOOD","N"
16507403,"2013-09-08 03:00:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","8150 HILL DR","SOUTH SAN GABRIEL","91770","6533988.43574945,1838665.48606284","913-08587-0571","0571","08587","CA0190005","TEMPLE","N"
16507069,"2013-09-08 03:05:00","387","THEFT, PETTY: From Bldgs (Church, School, Restaurant)","8900 CALLITA ST","SAN GABRIEL","91775","6539050.34369461,1865287.15192002","913-08570-0588","0588","08570","CA0190005","TEMPLE","N"
16507197,"2013-09-08 03:07:30","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","2000 JAYBROOK DR","RANCHO PALOS VERDES","90275","6465734.90699245,1732585.72342578","913-03210-1746","1746","03210","CA0190017","LOMITA","N"
16508955,"2013-09-08 03:15:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","28300 INDUSTRY DR","VALENCIA",,"6370884.3816169,1987748.33581734","913-12457-0662","0662","12457","CA0190006","SANTA CLARITA VALLEY","N"
16507118,"2013-09-08 03:30:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","17900 GERRITT PL","CERRITOS",,"6549573.5001417,1774316.37487243","913-03397-2316","2316","03397","CA01900R7","CERRITOS","N"
16507308,"2013-09-08 03:30:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","600 KNIGHT WAY","LA CANADA","91011","6503644.05689578,1897965.82212687","913-01743-1261","1261","01743","CA0190012","CRESCENTA VALLEY","N"
16507252,"2013-09-08 03:30:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","14700 ROCK HILL DR","HACIENDA HEIGHTS",,"6563033.73157102,1823982.26008945","913-10083-1477","1477","10083","CA0190014","INDUSTRY","N"
16507257,"2013-09-08 04:00:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","21800 VERNE AVE","HAWAIIAN GARDENS","90716","6541203.17994012,1760534.88996829","913-17491-1351","1351","17491","CA0190013","LAKEWOOD","N"
16507397,"2013-09-08 04:00:00","087","GRAND THEFT: From Bldg(Churches, Schools, Restaurants, Offices, Etc)","3900 CANDLEWOOD ST","LAKEWOOD","90712","6517654.00000446,1769105.12512437","913-17497-1321","1321","17497","CA0190013","LAKEWOOD","N"
16507314,"2013-09-08 05:30:00","342","VEHICLE BURGLARY: Truck/Cargo Van Burglary","3000 JUSTIN CT","LANCASTER",,"6538977.68242262,2065090.08630285","013-16179-1137","1137","16179","CA0190024","LANCASTER","N"
16507117,"2013-09-08 05:30:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","9200 BURKE ST","PICO RIVERA",,"6531078.9485482,1810897.65111919","913-06685-1518","1518","06685","CA0190015","PICO RIVERA","N"
16507093,"2013-09-08 05:50:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","1100 W 92ND ST","LOS ANGELES",,"6472138.07660078,1805473.64326645","913-07835-0370","0370","07835","CA0190003","SOUTH LOS ANGELES","N"
16507211,"2013-09-08 06:15:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","12200 214TH ST","HAWAIIAN GARDENS","90716","6540213.00508319,1762281.14992721","913-17485-1352","1352","17485","CA0190013","LAKEWOOD","N"
16507104,"2013-09-08 06:40:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","31900 CASTAIC RD","CASTAIC",,"6373425.97215616,2004570.34654969","913-12342-0679","0679","12342","CA0190006","SANTA CLARITA VALLEY","N"
16507113,"2013-09-08 06:42:30","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","4000 PALOS VERDES DR S","RANCHO PALOS VERDES","90275","6462739.21465457,1731112.68946109","913-03209-1742","1742","03209","CA0190017","LOMITA","N"
16507159,"2013-09-08 08:53:00","350","LOCKER BURGLARY","4800 DEL AMO BLVD","LAKEWOOD","90713","6520262.44032562,1766889.86511919","913-17482-1329","1329","17482","CA0190013","LAKEWOOD","N"
16507183,"2013-09-08 09:20:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","14700 NORTHAM ST","LA MIRADA","90638","6556579.81946236,1781019.40805428","913-12413-0466","0466","12413","CA0190004","NORWALK","N"
16507304,"2013-09-08 09:45:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","500 PALMDALE BLVD","PALMDALE","93551","6519450.57158109,2034969.63570193","913-12835-2611","2611","12835","CA01900W9","PALMDALE","N"
16507172,"2013-09-08 09:55:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","2100 RAYMOND AVE","ALTADENA","91001","6516464.68086077,1888869.48566079","913-02373-0774","0774","02373","CA0190007","ALTADENA","N"
16508048,"2013-09-08 10:45:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","10900 POPE AVE","LYNWOOD","90262","6506405.10452327,1796789.41293152","913-13935-2115","2115","13935","CA01900V3","CENTURY","N"
16507224,"2013-09-08 10:55:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","CANDLEWOOD ST & PARK DR","LAKEWOOD","90712","6512463.99985629,1769224.49997765","913-17487-1320","1320","17487","CA0190013","LAKEWOOD","N"
16507286,"2013-09-08 11:15:00","350","LOCKER BURGLARY","11700 ROSECRANS AVE","NORWALK","90650","6536074.78542523,1786844.39779105","913-12418-0453","0453","12418","CA0190004","NORWALK","N"
16508049,"2013-09-08 11:22:30","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","3200 DURFEE RD","INDUSTRY",,"6558011.54752096,1844833.70155786","913-10121-1412","1412","10121","CA0190014","INDUSTRY","N"
16507299,"2013-09-08 11:29:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","21600 N VERMONT AVE","TORRANCE","90502","6473595.17112754,1761552.13563719","913-09177-1696","1696","09177","CA0190016","CARSON","N"
16507319,"2013-09-08 11:45:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","43100 RUCKER ST","LANCASTER",,"6538719.82208881,2065062.96898053","913-16180-1137","1137","16180","CA0190024","LANCASTER","N"
16508968,"2013-09-08 11:52:30","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","28500 INDUSTRY DR","VALENCIA",,"6370993.71327311,1987858.00028178","913-12458-0662","0662","12458","CA0190006","SANTA CLARITA VALLEY","N"
16509817,"2013-09-08 12:15:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","43100 RUCKER ST","LANCASTER",,"6538680.74994561,2065117.78539445","913-16341-1136","1136","16341","CA0190024","LANCASTER","N"
16507251,"2013-09-08 12:25:23","387","THEFT, PETTY: From Bldgs (Church, School, Restaurant)","5700 WHITTIER BLVD","COMMERCE","90040","6516856.909333,1829101.03918","913-11083-0242","0242","11083","CA0190002","EAST LOS ANGELES","N"
16507872,"2013-09-08 12:30:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","19600 RANCHO WAY","RANCHO DOMINGUEZ","90220","6494438.57760337,1768494.66801195","913-09205-1692","1692","09205","CA0190016","CARSON","N"
16515919,"2013-09-08 12:34:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","8800 WHITTIER BLVD","PICO RIVERA","90660","6535444.82072194,1822718.51461653","913-06930-1513","1513","06930","CA0190015","PICO RIVERA","N"
16508509,"2013-09-08 13:00:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","1800 N HACIENDA BLVD","LA PUENTE",,"6578624.25240752,1841322.37635887","913-10139-1432","1432","10139","CA0190014","INDUSTRY","N"
16513980,"2013-09-08 13:00:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","NE OF RESTROOM #9 & SANTA ANITA AVE","SOUTH EL MONTE","91733","6545068.0435267,1835371.81595244","913-08807-0578","0578","08807","CA0190005","TEMPLE","N"
16507409,"2013-09-08 13:15:00","387","THEFT, PETTY: From Bldgs (Church, School, Restaurant)","16900 PIONEER BLVD","ARTESIA","90701","6536291.28425212,1777742.81322952","913-17499-1348","1348","17499","CA0190013","LAKEWOOD","N"
16507457,"2013-09-08 13:22:30","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","15900 MAIN ST","GARDENA",,"6477658.19121669,1781521.14622402","913-11757-2871","2871","11757","CA0190042","COMPTON","N"
16507366,"2013-09-08 13:30:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","9400 AMSDELL AVE","WHITTIER","90605","6549041.53171746,1804418.2408497","913-12423-0491","0491","12423","CA0190004","NORWALK","N"
16510598,"2013-09-08 13:30:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","CURTIS AND KING RD & IMPERIAL HWY","NORWALK","90650","6528920.99980761,1792156.12495901","913-12581-0451","0451","12581","CA0190004","NORWALK","N"
16507463,"2013-09-08 13:45:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","33900 PACIFIC COAST HWY","MALIBU",,"6285096.49282974,1839606.43164795","913-05373-1080","1080","05373","CA0190022","MALIBU/LOST HILLS","N"
16507444,"2013-09-08 14:00:00","084","GRAND THEFT: From Unlocked Auto","44600 GRAPHIC ST","LANCASTER",,"6571496.98385373,2075429.02034935","913-16190-1197","1197","16190","CA0190024","LANCASTER","N"
16507384,"2013-09-08 14:17:30","350","LOCKER BURGLARY","8900 WASHINGTON BLVD","PICO RIVERA","90660","6531912.67290462,1816555.22566259","913-06694-1513","1513","06694","CA0190015","PICO RIVERA","N"
16507868,"2013-09-08 14:45:00","341","VEHICLE BURGLARY: Attempt Auto/Passenger Van Burglary","5700 JILLSON ST","COMMERCE","90040","6514913.77057678,1822103.95088503","913-11120-0244","0244","11120","CA0190002","EAST LOS ANGELES","N"
16507362,"2013-09-08 14:58:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","38000 47TH ST E","PALMDALE",,"6548070.50011352,2030986.55507018","913-12839-2607","2607","12839","CA01900W9","PALMDALE","N"
16507438,"2013-09-08 15:00:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","1300 W AVENUE P","PALMDALE","93551","6514708.3569456,2042970.74340253","913-12843-2618","2618","12843","CA01900W9","PALMDALE","N"
16507480,"2013-09-08 15:15:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","5600 WHITTIER BLVD","COMMERCE","90022","6516105.6950302,1828946.97886561","913-11099-0242","0242","11099","CA0190002","EAST LOS ANGELES","N"
16507392,"2013-09-08 15:30:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","10600 FIRESTONE BLVD","NORWALK","90650","6529178.96809621,1795333.61925519","913-12425-0451","0451","12425","CA0190004","NORWALK","N"
16507390,"2013-09-08 16:00:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","4300 WHITTIER BLVD","LOS ANGELES","90023","6508305.1968517,1831037.00224462","913-11097-0279","0279","11097","CA0190002","EAST LOS ANGELES","N"
16507410,"2013-09-08 16:00:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","17100 GALE AVE","INDUSTRY",,"6582236.79472314,1821988.57710002","913-10091-1415","1415","10091","CA0190014","INDUSTRY","N"
16507455,"2013-09-08 16:00:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","1700 E AVENUE J","LANCASTER",,"6532281.89758585,2074127.14139144","913-16191-1135","1135","16191","CA0190024","LANCASTER","N"
16507426,"2013-09-08 16:52:30","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","20500 STUDEBAKER RD","LAKEWOOD","90715","6532502.13856981,1765615.34823718","913-17500-1327","1327","17500","CA0190013","LAKEWOOD","N"
16507468,"2013-09-08 17:47:30","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","200 S CATARACT AVE","SAN DIMAS","91773","6618693.99944326,1860781.52693707","913-04433-0814","0814","04433","CA0190008","SAN DIMAS","N"
16508066,"2013-09-08 18:08:00","387","THEFT, PETTY: From Bldgs (Church, School, Restaurant)","18900 GALE AVE","ROWLAND HEIGHTS","91748","6594827.89158812,1820718.92839262","913-06220-2931","2931","06220","CA0190020","WALNUT","N"
16508564,"2013-09-08 18:30:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","400 S AZUSA AVE","LA PUENTE",,"6585112.20237441,1827492.3034874","913-10146-1435","1435","10146","CA0190014","INDUSTRY","N"
16510877,"2013-09-08 19:00:00","386","THEFT, PETTY: Bicycles","3500 SANTA ANITA AVE","EL MONTE","91731","6548840.65097483,1848618.46720218","913-05476-6815","6815","05476","CA0190031","TRANSIT SERVICES BUREAU","N"
16507574,"2013-09-08 19:10:00","087","GRAND THEFT: From Bldg(Churches, Schools, Restaurants, Offices, Etc)","300 ROSEMEAD BLVD","PASADENA","91107","6539385.54184313,1873763.01915461","913-08596-0590","0590","08596","CA0190005","TEMPLE","N"
16507526,"2013-09-08 19:24:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","23300 VALENCIA BLVD","VALENCIA","91355","6397082.69828791,1976549.86835152","913-12380-0644","0644","12380","CA0190006","SANTA CLARITA VALLEY","N"
16506936,"2013-09-08 19:30:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","11900 162ND ST","NORWALK","90650","6537705.02158213,1780367.56421362","913-12399-0458","0458","12399","CA0190004","NORWALK","N"
16508686,"2013-09-08 19:45:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","4800 WHITTIER BLVD","LOS ANGELES",,"6511893.07222188,1830313.43348178","913-11144-0294","0294","11144","CA0190002","EAST LOS ANGELES","N"
16507530,"2013-09-08 19:58:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","4700 ADMIRALTY WAY","MARINA DEL REY","90292","6428311.49546142,1815330.75488535","913-02318-2760","2760","02318","CA0190065","MARINA DEL REY","N"
16507622,"2013-09-08 20:57:30","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","21300 BOTTLETREE LN","NEWHALL","91321","6407732.81663203,1959776.35664202","913-12387-0627","0627","12387","CA0190006","SANTA CLARITA VALLEY","N"
16507609,"2013-09-08 21:00:00","087","GRAND THEFT: From Bldg(Churches, Schools, Restaurants, Offices, Etc)","27400 WAYNE MILLS PL","VALENCIA","91355",,"913-12386-0621","0621","12386","CA0190006","SANTA CLARITA VALLEY","N"
